loss,loss_rec_val,loss_energy_val
0.054947452332674104,0.049194641411304474,0.005752810921369631
0.05367937854566053,0.04794648662209511,0.005732891923565419
0.04696510986675532,0.041095465421676636,0.005869644445078684
0.0421798144443973,0.03613699600100517,0.006042818443392124
0.04304602282711096,0.03720448911190033,0.005841533715210628
0.03673742305680215,0.030760135501623154,0.0059772875551789995
0.03204054714032869,0.025759031996130943,0.006281515144197745
0.03691775795798973,0.03096584975719452,0.0059519082007952135
0.04004203070399993,0.034259550273418427,0.0057824804305815
0.03030600513512436,0.024028608575463295,0.006277396559661066
0.02904207951034455,0.022846484556794167,0.006195594953550383
0.03029071863210985,0.024214159697294235,0.006076558934815613
0.03415441896963444,0.027559004724025726,0.0065954142456087165
0.03031523324904147,0.0239581186324358,0.00635711461660567
0.03203188398650399,0.025803422555327415,0.006228461431176573
0.029497427573361566,0.023166071623563766,0.0063313559497978
0.029261428849466455,0.023178087547421455,0.0060833413020449974
0.03021514950490812,0.024158453568816185,0.006056695936091934
0.03432782186503691,0.027830174192786217,0.006497647672250691
0.029566848468794496,0.023459630087018013,0.006107218381776482
0.028645298593139835,0.022246476262807846,0.006398822330331991
0.03125643770501757,0.025337832048535347,0.005918605656482222
0.03804998190478098,0.03163934499025345,0.006410636914527535
0.029617245897421277,0.023540813475847244,0.0060764324215740306
0.02966598876919372,0.023302622139453888,0.00636336662973983
0.02869758824680705,0.02247028984129429,0.006227298405512761
0.029177548674652217,0.023028340190649033,0.0061492084840031845
0.027839861008838767,0.02187056466937065,0.005969296339468116
0.04195555698793841,0.035664286464452744,0.006291270523485664
0.028695521249062567,0.02251359634101391,0.006181924908048658
0.03566990890006317,0.02990877255797386,0.005761136342089308
0.031069765700248414,0.02512681670486927,0.0059429489953791445
0.029000216923006233,0.023011021316051483,0.0059891956069547505
0.027345128378231,0.021460261195898056,0.005884867182332941
0.03652148493087487,0.030448300763964653,0.006073184166910218
0.03443210504423189,0.027978116646409035,0.006453988397822849
0.030322643509322577,0.024274691939353943,0.006047951569968635
0.02986056188247287,0.023711897432804108,0.006148664449668763
0.03132290693618887,0.025413431227207184,0.005909475708981681
0.02699502784061751,0.02096574939787388,0.006029278442743631
0.026185445522492933,0.020363522693514824,0.0058219228289781095
0.029177532788445065,0.023400548845529556,0.005776983942915509
0.03227144845755653,0.026140622794628143,0.006130825662928387
0.030859698455084725,0.024360213428735733,0.006499485026348991
0.03510509380609915,0.029265636578202248,0.005839457227896902
0.03529066854405894,0.029535185545682907,0.005755482998376036
0.03241091546163824,0.02615976147353649,0.00625115398810175
0.027275824086999315,0.021379845216870308,0.005895978870129008
0.042153078403370126,0.03543776646256447,0.006715311940805661
0.029857617030582803,0.02339717000722885,0.006460447023353951
0.028053961592211626,0.02176915854215622,0.006284803050055407
0.03667344616404691,0.03092176467180252,0.005751681492244393
0.03104429419318839,0.02521534264087677,0.005828951552311621
0.03229432454460393,0.026118801906704903,0.006175522637899026
0.02735966367731712,0.021580005064606667,0.00577965861271045
0.04098862153444598,0.03438958898186684,0.006599032552579147
0.028656608275823336,0.022770151495933533,0.005886456779889802
0.032868461484112724,0.027138005942106247,0.005730455542006475
0.031666184008396395,0.025166617706418037,0.0064995663019783555
0.028552455301403292,0.022134514525532722,0.00641794077587057
