loss,loss_rec_val,loss_energy_val
0.049194641411304474,0.049194641411304474,0
0.0476716086268425,0.0476716086268425,0
0.04111334681510925,0.04111334681510925,0
0.03308183327317238,0.03308183327317238,0
0.031571321189403534,0.031571321189403534,0
0.040076516568660736,0.040076516568660736,0
0.025779368355870247,0.025779368355870247,0
0.036832522600889206,0.036832522600889206,0
0.033583927899599075,0.033583927899599075,0
0.029992807656526566,0.029992807656526566,0
0.02781292051076889,0.02781292051076889,0
0.025661462917923927,0.025661462917923927,0
0.025883307680487633,0.025883307680487633,0
0.02313380315899849,0.02313380315899849,0
0.02649036981165409,0.02649036981165409,0
0.02462588995695114,0.02462588995695114,0
0.03295299410820007,0.03295299410820007,0
0.02689104713499546,0.02689104713499546,0
0.023917419835925102,0.023917419835925102,0
0.024187002331018448,0.024187002331018448,0
0.022402135655283928,0.022402135655283928,0
0.025087431073188782,0.025087431073188782,0
0.022081831470131874,0.022081831470131874,0
0.023579230532050133,0.023579230532050133,0
0.022937631234526634,0.022937631234526634,0
0.023832732811570168,0.023832732811570168,0
0.023536305874586105,0.023536305874586105,0
0.023366659879684448,0.023366659879684448,0
0.023447072133421898,0.023447072133421898,0
0.024138009175658226,0.024138009175658226,0
0.022793753072619438,0.022793753072619438,0
0.029678309336304665,0.029678309336304665,0
0.022868622094392776,0.022868622094392776,0
0.023067656904459,0.023067656904459,0
0.023032186552882195,0.023032186552882195,0
0.03265252336859703,0.03265252336859703,0
0.02224266342818737,0.02224266342818737,0
0.026072770357131958,0.026072770357131958,0
0.024814771488308907,0.024814771488308907,0
0.02500484697520733,0.02500484697520733,0
0.022726168856024742,0.022726168856024742,0
0.021791933104395866,0.021791933104395866,0
0.023042816668748856,0.023042816668748856,0
0.05088769271969795,0.05088769271969795,0
0.021325411275029182,0.021325411275029182,0
0.021445922553539276,0.021445922553539276,0
0.02817082405090332,0.02817082405090332,0
0.021625395864248276,0.021625395864248276,0
0.023229913786053658,0.023229913786053658,0
0.020960232242941856,0.020960232242941856,0
0.04185964912176132,0.04185964912176132,0
0.021772202104330063,0.021772202104330063,0
0.023323358967900276,0.023323358967900276,0
0.02339991182088852,0.02339991182088852,0
0.020373068749904633,0.020373068749904633,0
0.02089417725801468,0.02089417725801468,0
0.041376255452632904,0.041376255452632904,0
0.024228448048233986,0.024228448048233986,0
0.02877352572977543,0.02877352572977543,0
0.021985141560435295,0.021985141560435295,0
0.023913605138659477,0.023913605138659477,0
0.024415554478764534,0.024415554478764534,0
0.020925644785165787,0.020925644785165787,0
0.027744201943278313,0.027744201943278313,0
0.020191863179206848,0.020191863179206848,0
0.024420253932476044,0.024420253932476044,0
0.021164167672395706,0.021164167672395706,0
0.021790172904729843,0.021790172904729843,0
0.020514149218797684,0.020514149218797684,0
0.049903977662324905,0.049903977662324905,0
0.022273734211921692,0.022273734211921692,0
0.020537517964839935,0.020537517964839935,0
0.019883116707205772,0.019883116707205772,0
0.028684353455901146,0.028684353455901146,0
0.019315950572490692,0.019315950572490692,0
0.018971556797623634,0.018971556797623634,0
0.02906525321304798,0.02906525321304798,0
0.0287653636187315,0.0287653636187315,0
0.0207277312874794,0.0207277312874794,0
0.02312297560274601,0.02312297560274601,0
0.02183910459280014,0.02183910459280014,0
0.020925603806972504,0.020925603806972504,0
0.04062000289559364,0.04062000289559364,0
0.03246905654668808,0.03246905654668808,0
0.021274633705615997,0.021274633705615997,0
0.020349344238638878,0.020349344238638878,0
0.020343273878097534,0.020343273878097534,0
0.01925487630069256,0.01925487630069256,0
0.022046128287911415,0.022046128287911415,0
0.02530621364712715,0.02530621364712715,0
0.018648263067007065,0.018648263067007065,0
0.019700700417160988,0.019700700417160988,0
0.01815488561987877,0.01815488561987877,0
0.0250907763838768,0.0250907763838768,0
0.01774042285978794,0.01774042285978794,0
0.02466055192053318,0.02466055192053318,0
0.02458084747195244,0.02458084747195244,0
0.01927892304956913,0.01927892304956913,0
0.025692710652947426,0.025692710652947426,0
0.02307378500699997,0.02307378500699997,0
0.018843460828065872,0.018843460828065872,0
0.030329063534736633,0.030329063534736633,0
0.024261051788926125,0.024261051788926125,0
0.018967583775520325,0.018967583775520325,0
0.01810343749821186,0.01810343749821186,0
0.03206614404916763,0.03206614404916763,0
0.01994035206735134,0.01994035206735134,0
0.021241996437311172,0.021241996437311172,0
0.02398507483303547,0.02398507483303547,0
0.018086856231093407,0.018086856231093407,0
0.029288042336702347,0.029288042336702347,0
0.022042015567421913,0.022042015567421913,0
0.01833932474255562,0.01833932474255562,0
0.01843363046646118,0.01843363046646118,0
0.0266396626830101,0.0266396626830101,0
0.021120669320225716,0.021120669320225716,0
0.019819725304841995,0.019819725304841995,0
0.02611514739692211,0.02611514739692211,0
0.019279789179563522,0.019279789179563522,0
0.01824973337352276,0.01824973337352276,0
0.0312589593231678,0.0312589593231678,0
0.021196529269218445,0.021196529269218445,0
0.02450641244649887,0.02450641244649887,0
0.02133519947528839,0.02133519947528839,0
0.017561104148626328,0.017561104148626328,0
0.021513724699616432,0.021513724699616432,0
0.0190107598900795,0.0190107598900795,0
0.01715291477739811,0.01715291477739811,0
0.01666020229458809,0.01666020229458809,0
0.020056433975696564,0.020056433975696564,0
0.020669862627983093,0.020669862627983093,0
0.017050892114639282,0.017050892114639282,0
0.02058647945523262,0.02058647945523262,0
0.020559651777148247,0.020559651777148247,0
0.017950084060430527,0.017950084060430527,0
0.015651270747184753,0.015651270747184753,0
0.01662321202456951,0.01662321202456951,0
0.017743295058608055,0.017743295058608055,0
0.015336797572672367,0.015336797572672367,0
0.016108980402350426,0.016108980402350426,0
0.016374891623854637,0.016374891623854637,0
0.017865991219878197,0.017865991219878197,0
0.029249029234051704,0.029249029234051704,0
0.017744503915309906,0.017744503915309906,0
0.02654290571808815,0.02654290571808815,0
